timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
27991,-0.06,-4.00,3.35,-23.7,109.3,-118.7
27991,0.99,-4.00,-1.14,37.3,118.8,-71.7
28020,1.09,-4.00,-2.66,112.3,26.7,55.2
28051,0.91,-3.62,-1.42,68.3,-52.2,127.0
28051,0.68,-0.47,1.98,32.2,-37.4,96.7
28111,0.69,0.80,2.98,52.8,48.1,25.0
28112,0.83,-0.62,0.12,11.8,97.8,-7.4
28113,0.86,-1.81,-3.67,-12.1,-9.6,11.4
28140,0.66,-1.85,-2.98,-15.4,-53.1,22.6
28170,-0.00,-1.06,1.68,-10.1,-80.6,36.4
28201,-0.06,-0.83,2.64,6.8,-30.0,36.8
28202,0.17,-0.41,0.69,5.4,44.2,28.2
28235,0.42,-0.71,-2.02,14.3,27.2,14.7
28235,0.49,-0.94,-2.37,18.1,-7.6,16.9
28260,0.40,-0.96,-0.68,20.0,-51.5,25.3
28291,0.26,-0.72,1.51,22.7,-25.0,26.8
28291,0.20,-0.44,1.48,14.6,2.8,25.0
28320,0.24,-0.27,-0.38,27.8,42.8,11.9
28351,0.35,-0.47,-1.77,14.2,11.6,3.9
28351,0.27,-0.56,-1.37,-6.9,-28.9,-3.7
28381,0.04,-0.75,0.21,0.9,-34.3,-9.6
28382,-0.08,-1.14,1.19,13.9,-1.1,-9.6
28411,-0.04,-1.36,0.51,13.1,18.5,-6.8
28440,0.14,-1.22,-1.02,7.3,33.9,1.4
28471,0.19,-1.10,-1.44,7.7,8.9,6.3
28471,0.06,-0.69,-0.42,5.4,-20.1,5.5
28501,0.02,-0.63,0.11,2.9,-19.3,-3.7
28501,-0.01,-0.93,0.48,4.7,-0.2,-12.4
28531,0.03,-1.48,0.10,4.8,13.0,-6.2
28561,0.13,-1.63,-0.41,-2.0,10.6,10.3
28561,0.24,-1.13,-0.58,-3.8,5.9,17.5
28590,0.28,-0.59,-0.29,9.8,-5.7,16.2
28621,0.24,-0.49,0.08,11.8,-4.0,10.9
28621,0.24,-0.68,0.05,-0.4,9.9,-2.2
28650,0.31,-0.89,-0.27,1.9,13.5,-3.4
28711,0.37,-0.99,-0.59,5.0,10.9,-2.3
28711,0.33,-0.95,-0.45,-6.5,-2.9,0.9
28712,0.25,-0.76,-0.16,-10.4,-3.7,0.2
28756,0.25,-0.87,-0.10,7.4,2.0,-5.2
28770,0.26,-1.06,-0.22,9.3,3.1,-4.7
28770,0.26,-1.08,-0.26,1.7,2.4,-0.7
28801,0.28,-0.97,-0.32,-4.8,0.4,2.1
28801,0.30,-0.85,-0.31,-2.1,-3.1,1.1
28833,0.28,-0.86,-0.16,1.9,-4.4,-0.7
28834,0.30,-0.99,-0.05,2.9,-2.8,-0.3
28860,0.32,-1.01,0.06,-1.2,-1.0,1.4
28891,0.34,-0.94,0.05,-7.0,5.4,3.7
28891,0.41,-0.78,-0.20,3.6,7.8,2.1
28920,0.43,-0.84,-0.36,7.2,4.3,-0.1
28951,0.41,-0.82,-0.28,-0.4,0.2,-1.6
28951,0.38,-0.82,-0.21,-1.9,-1.6,-4.0
28980,0.36,-0.96,-0.12,4.8,2.3,-5.0
29011,0.35,-1.00,-0.25,3.2,1.6,-3.1
29041,0.34,-0.97,-0.23,-1.9,-0.2,-1.0
29041,0.38,-0.84,-0.22,-6.3,0.3,-2.7
29072,0.39,-0.92,-0.27,-4.3,-1.2,-5.5
29072,0.32,-1.12,-0.22,-1.5,-2.0,-5.1
29101,0.29,-1.17,-0.16,0.4,-2.6,0.1
29131,0.32,-0.98,-0.08,-2.7,-2.7,5.6
29161,0.35,-0.89,-0.06,-0.4,-0.4,6.3
29189,0.37,-0.84,-0.20,-3.1,3.5,2.9
29190,0.38,-0.93,-0.38,-2.7,2.2,2.0
29191,0.38,-0.93,-0.34,-1.9,-3.6,3.8
29220,0.35,-0.80,0.04,-5.9,-4.1,4.6
29250,0.36,-0.76,0.05,-7.6,2.1,2.4
29251,0.40,-0.77,-0.14,-13.5,7.2,-0.8
29280,0.41,-0.84,-0.41,-29.7,3.5,-3.0
29311,0.39,-0.88,-0.36,-36.4,-4.0,-4.5
29311,0.33,-1.03,-0.03,-34.2,-3.4,-3.6
29340,0.25,-1.06,0.06,-54.0,3.7,-3.5
29371,0.26,-1.10,-0.18,-79.5,7.0,-4.8
29401,0.23,-1.18,-0.46,-82.5,-0.5,-6.5
29401,0.07,-1.63,-0.17,-87.4,-11.1,-5.0
29402,-0.07,-2.20,0.52,-137.5,-5.5,10.7
29431,-0.20,-2.09,0.70,-176.9,2.7,20.3
29460,-0.32,-1.79,0.50,-276.7,19.3,33.5
29491,-0.40,-1.30,0.41,-276.9,20.6,36.4
29491,-0.26,-1.17,0.61,-212.3,21.5,37.1
29521,-0.08,-1.39,0.63,-175.6,30.0,41.9
29521,-0.08,-1.30,0.51,-209.0,33.4,44.7
29550,-0.12,-0.98,0.37,-288.2,38.3,46.1
29611,-0.13,-0.36,0.14,-294.1,34.5,33.0
29611,-0.01,-0.64,0.35,-235.2,26.7,23.3
29612,0.38,-1.02,0.96,-197.6,29.1,29.2
29640,0.40,-0.69,0.86,-187.7,45.5,28.4
29671,0.40,-0.60,0.47,-164.6,48.0,23.5
29673,0.47,-0.58,0.35,-153.9,44.9,20.8
29700,0.44,-0.67,0.73,-144.8,39.8,17.2
29731,0.42,-0.57,0.96,-176.3,48.8,16.1
29731,0.50,-0.31,0.91,-190.6,54.9,13.1
29760,0.58,-0.03,0.82,-173.2,57.1,4.8
29797,0.64,-0.02,1.00,-156.7,57.9,-0.6
29797,0.66,-0.07,1.02,-57.4,69.0,-8.7
29843,0.74,0.07,0.57,40.3,65.8,-7.8
29880,0.82,-0.11,0.89,73.2,60.7,-14.7
29882,0.90,-0.81,1.40,50.9,66.3,-13.8
29882,0.95,-0.60,1.06,-126.1,92.8,-2.2
29911,0.91,-0.27,0.94,-177.5,95.0,-6.0
29911,0.92,0.19,1.07,-213.0,101.0,-21.0
29940,0.91,0.10,0.94,-192.1,107.5,-36.3
29970,0.76,-0.36,0.74,-158.5,103.8,-42.0
29972,0.67,-0.51,0.88,-101.6,104.2,-34.8
30000,0.55,-0.34,0.76,-86.3,107.0,-31.2
30030,0.51,-0.28,0.52,-77.7,110.0,-29.7
30030,0.46,-0.32,0.52,-115.8,107.1,-32.6
30060,0.42,-0.30,0.50,-135.8,108.5,-34.4
30090,0.40,-0.26,0.34,-142.3,107.1,-36.7
30092,0.39,-0.25,0.19,-141.2,105.0,-37.5
30120,0.48,-0.09,0.08,-136.4,99.6,-38.8
30150,0.52,-0.14,0.10,-124.6,92.3,-44.5
30181,0.52,-0.26,0.20,-121.9,85.6,-47.5
30210,0.55,-0.23,0.20,-127.6,85.1,-48.1
30211,0.57,-0.29,0.12,-147.9,82.0,-51.6
30240,0.63,-0.29,0.07,-150.6,80.6,-52.3
30240,0.72,-0.38,-0.00,-153.6,76.7,-54.9
30271,0.76,-0.35,-0.01,-156.7,70.8,-54.4
30272,0.80,-0.27,0.03,-130.2,62.6,-54.9
30317,0.82,-0.42,0.02,-101.6,58.2,-53.0
30330,0.86,-0.46,0.07,-89.1,55.6,-50.2
30360,0.87,-0.39,0.18,-51.5,52.8,-43.3
30391,0.86,-0.39,0.12,-32.4,53.8,-39.6
30391,0.86,-0.34,0.02,-23.4,51.3,-37.5
